Accession,Length,Geo_Location
MT444635,29847,USA
MT446312,29879,"China: Guangdong, Guangzhou"
MT446339,29777,"USA: MARINGOUIN, LA"
MT446340,29776,"USA: KENNER, LA"
MT446341,29776,"USA: KILLONA, LA"
MT446342,29777,"USA: SAINT ROSE, LA"
MT446343,29796,"USA: New Orleans, LA"
MT446344,29777,"USA: LOCKPORT, LA"
MT446345,29777,"USA: NEW ORLEANS, LA"
MT446346,29777,"USA: LULING, LA"
MT446347,29777,"USA: RACELAND, LA"
MT446348,29777,"USA: New Orleans, LA"
MT446349,29776,"USA: KENNER, LA"
MT446350,29807,"USA: New Orleans, LA"
MT446351,29486,"USA: GRAY, LA"
MT446352,29777,"USA: GHEENS, LA"
MT446353,29777,"USA: THIBODAUX,LA"
MT446354,29776,"USA: MARINGOUIN, LA"
MT446355,29807,"USA: Slidell, LA"
MT446356,29777,"USA: Lacombe, LA"
MT446357,29777,"USA: HOUMA, LA"
MT446358,29776,"USA: RACELAND, LA"
MT446359,29776,"USA: SLIDELL, LA"
MT446360,29486,USA: SLIDELL LA
MT446361,29487,"USA: DELACROIX, LA"
MT447154,29829,Thailand
MT447155,29805,Thailand
MT447156,29810,Thailand
MT447157,29824,Thailand
MT447158,29827,Thailand
MT447159,29834,Thailand
MT447160,29707,Thailand
MT447161,29815,Thailand
MT447162,29816,Thailand
MT447163,29833,Thailand
MT447164,29694,Thailand
MT447165,29671,Thailand
MT447166,29820,Thailand
MT447167,29710,Thailand
MT447168,29695,Thailand
MT447169,29798,Thailand
MT447170,29337,Thailand
MT447171,29838,Thailand
MT447172,29823,Thailand
MT447173,29829,Thailand
MT447174,29837,Thailand
MT447175,29828,Thailand
MT447176,29840,Thailand
MT447177,29793,Iran
MT447188,835,Uzbekistan
MT447189,710,Uzbekistan
MT438718,29864,USA: CA
MT438719,29870,USA: CA
MT438720,29861,USA: CA
MT438721,29858,USA: CA
MT438722,29903,USA: CA
MT438723,29859,USA: CA
MT438724,29871,USA: CA
MT438725,29862,USA: CA
MT438726,29856,USA: CA
MT438727,29871,USA: CA
MT438728,29902,USA: CA
MT438729,29863,USA: CA
MT438730,29876,USA: CA
MT438731,29870,USA: CA
MT438732,29870,USA: CA
MT438733,29862,USA: CA
MT438734,29863,USA: CA
MT438735,29862,USA: CA
MT438736,29862,USA: CA
MT438737,29872,USA: CA
MT438738,29874,USA: CA
MT438739,29870,USA: CA
MT438740,29862,USA: CA
MT438741,29888,USA: CA
MT438742,29903,USA: CA
MT438743,29874,USA: CA
MT438744,29863,USA: CA
MT438745,29839,USA: CA
MT438746,29885,USA: CA
MT438747,29871,USA: CA
MT438748,29874,USA: CA
MT438749,29862,USA: CA
MT438750,29862,USA: CA
MT438751,29900,USA: CA
MT438752,29858,USA: CA
MT438753,29874,USA: CA
MT438754,29873,USA: CA
MT438755,29861,USA: CA
MT438756,29900,USA: CA
MT438757,29874,USA: CA
MT438758,29903,USA: CA
MT438759,29847,USA: CA
MT438760,29874,USA: CA
MT439230,29813,USA: MI
MT439231,29813,USA: MI
MT439232,29816,USA: MI
MT439233,29813,USA: MI
MT439234,29823,USA: MI
MT439235,29783,USA: MI
MT439236,29803,USA: MI
MT439237,29844,USA: MI
MT439238,29802,USA: MI
MT439239,29813,USA: MI
MT439240,29864,USA: MI
MT439241,29863,USA: MI
MT439242,29823,USA: MI
MT439243,29776,USA: MI
MT439244,29807,USA: MI
MT439245,29824,USA: MI
MT439246,29808,USA: MI
MT439247,29813,USA: MI
MT439248,29769,USA: MI
MT439249,29816,USA: MI
MT439250,29816,USA: MI
MT439251,29816,USA: MI
MT439252,29816,USA: MI
MT439253,29815,USA: MI
MT439254,29837,USA: MI
MT439255,29815,USA: MI
MT439256,29813,USA: MI
MT439257,29858,USA: MI
MT439258,29844,USA: MI
MT439259,29848,USA: MI
MT439260,29821,USA: MI
MT439261,29835,USA: MI
MT439262,29816,USA: MI
MT439263,29815,USA: MI
MT439264,29814,USA: MI
MT439265,29832,USA: MI
MT439266,29855,USA: MI
MT439267,29841,USA: MI
MT439268,29816,USA: MI
MT439269,29815,USA: MI
MT439270,29816,USA: MI
MT439271,29837,USA: MI
MT439272,29812,USA: MI
MT439273,29804,USA: MI
MT439274,29815,USA: MI
MT439275,29805,USA: MI
MT439276,29799,USA: MI
MT439277,29804,USA: MI
MT439278,29797,USA: MI
MT439279,29813,USA: MI
MT439280,29835,USA: MI
MT439281,29813,USA: MI
MT439282,29818,USA: MI
MT439283,29838,USA: MI
MT439284,29813,USA: MI
MT439285,29803,USA: MI
MT439286,29810,USA: MI
MT439287,29843,USA: MI
MT439288,29815,USA: MI
MT439289,29846,USA: MI
MT439290,29818,USA: MI
MT439291,29813,USA: MI
MT439292,29813,USA: MI
MT439293,29831,USA: MI
MT439294,29843,USA: MI
MT439295,29819,USA: MI
MT439296,29813,USA: MI
MT439297,29795,USA: MI
MT439298,29799,USA: MI
MT439299,29805,USA: MI
MT439300,29813,USA: MI
MT439301,29805,USA: MI
MT439302,29813,USA: MI
MT439303,29813,USA: MI
MT439304,29800,USA: MI
MT439305,29799,USA: MI
MT439306,29804,USA: MI
MT439307,29810,USA: MI
MT439308,29812,USA: MI
MT439309,29813,USA: MI
MT439310,29812,USA: MI
MT439311,29838,USA: MI
MT439312,29816,USA: MI
MT439313,29803,USA: MI
MT439314,29823,USA: MI
MT439315,29813,USA: MI
MT439316,29813,USA: MI
MT439317,29813,USA: MI
MT439318,29823,USA: MI
MT439319,29812,USA: MI
MT439320,29826,USA: MI
MT439595,29814,India
MT439596,29810,India
MT439597,29812,India
MT434757,29817,India
MT434758,29811,India
MT434759,29827,India
MT434760,29833,India
MT434782,29882,USA: NY
MT434783,29882,USA: NY
MT434784,29882,USA: NY
MT434785,29882,USA: NY
MT434786,29882,USA: NY
MT434787,29882,USA: NY
MT434788,29882,USA: NY
MT434789,29882,USA: NY
MT434790,29882,USA: NY
MT434791,29882,USA: NY
MT434792,29882,USA: NY
MT434793,29882,USA: NY
MT434794,29882,USA: NY
MT434795,29882,USA: NY
MT434796,29882,USA: NY
MT434797,29882,USA: NY
MT434798,29882,USA: NY
MT434799,29882,USA: NY
MT434800,29882,USA: NY
MT434801,29882,USA: NY
MT434802,29882,USA: NY
MT434803,29882,USA: NY
MT434804,29882,USA: NY
MT434805,29882,USA: NY
MT434806,29882,USA: NY
MT434807,29882,USA: NY
MT434808,29882,USA: NY
MT434809,29882,USA: NY
MT434810,29882,USA: NY
MT434811,29882,USA: NY
MT434812,29882,USA: NY
MT434813,29882,USA: NY
MT434814,29882,USA: NY
MT434815,29873,USA: NY
MT434816,29879,USA: NY
MT434817,29873,USA: NY
MT434818,3822,Serbia
MT435079,29800,India: Ahmedabad
MT435080,29800,India: Ahmedabad
MT435081,29800,India: Ahmedabad
MT435082,29800,India: Ahmedabad
MT435083,29800,India: Ahmedabad
MT435084,29800,India: Ahmedabad
MT435085,29800,India: Gandhinagar
MT435086,29800,India: Mansa
MT365028,29891,Hong Kong
MT365029,29891,Hong Kong
MT365030,29891,Hong Kong
MT365031,29891,Hong Kong
MT365032,29887,Hong Kong
MT428551,29900,Kazakhstan
MT428552,29903,Kazakhstan
MT428553,29903,Kazakhstan
MT428554,29903,Kazakhstan
MT429168,323,"India: Assam, Golaghat"
MT429183,29782,USA: Wisconsin
MT429184,29782,USA: Wisconsin
MT429185,29782,USA: Wisconsin
MT429186,29782,USA: Wisconsin
MT429187,29782,USA: Wisconsin
MT429188,29782,USA: Wisconsin
MT429189,29782,USA: Wisconsin
MT429190,29782,USA: Wisconsin
MT429191,29782,USA: Wisconsin
MT432195,29880,"USA: East Feliciana Parish, Louisiana"
MT318827,29870,Germany
MT422806,29903,USA: FL
MT422807,29903,USA: FL
MT425183,307,USA
MT425184,307,USA
MT215193,27871,Hong Kong
MT215194,29764,Hong Kong
MT215195,29764,Hong Kong
MT270814,29764,Hong Kong
MT270815,29764,Hong Kong
MT276600,29764,Hong Kong
MT418880,29899,USA: VA
MT418881,29899,USA: VA
MT418882,29892,USA: VA
MT418883,29868,USA: VA
MT418884,29893,USA: VA
MT418885,29899,USA: VA
MT418886,29838,USA: VA
MT418887,29860,USA: VA
MT418888,29858,USA: VA
MT418889,29897,USA: VA
MT418890,29851,USA: VA
MT418891,29903,USA: VA
MT418892,29854,USA: VA
MT418893,29868,USA: VA
MT418894,29868,USA: VA
MT419810,29758,Puerto Rico
MT419811,29743,Puerto Rico
MT419812,29758,Puerto Rico
MT419813,29570,Puerto Rico
MT419814,29743,Puerto Rico
MT419815,29743,Puerto Rico
MT419816,29760,Puerto Rico
MT419817,29570,Puerto Rico
MT419818,29743,Puerto Rico
MT419819,29743,Puerto Rico
MT419820,29706,Puerto Rico
MT419821,29743,Puerto Rico
MT419822,29743,Puerto Rico
MT419827,29675,USA: CA
MT419828,29462,USA: CA
MT419829,29823,USA: CA
MT419830,29851,USA: CA
MT419831,29834,USA: CA
MT419832,29868,USA: CA
MT419833,29835,USA: CA
MT419834,29704,USA: CA
MT419835,29818,USA: CA
MT419836,29648,USA: CA
MT419837,29885,USA: CA
MT419838,29731,USA: CA
MT419839,29851,USA: CA
MT419840,29004,USA: CA
MT419841,29722,USA: CA
MT419842,29795,USA: CA
MT419843,29340,USA: CA
MT419844,29523,USA: CA
MT419845,29692,USA: CA
MT419846,29666,USA: CA
MT419847,29720,USA: CA
MT419848,29715,USA: CA
MT419849,29617,USA: CA
MT419850,29797,USA: CA
MT419851,29818,USA: CA
MT419852,29264,USA: CA
MT419853,29846,USA: CA
MT419854,29861,USA: CA
MT419855,29828,USA: CA
MT419856,29827,USA: CA
MT419857,29830,USA: CA
MT419858,29849,USA: CA
MT419859,29828,USA: CA
MT419860,29841,USA: CA
MT412134,29867,China
MT412135,29810,USA: Michigan
MT412136,29812,USA: Michigan
MT412137,29854,USA: Michigan
MT412138,29818,USA: Michigan
MT412139,29813,USA: Michigan
MT412140,29840,USA: Michigan
MT412141,29812,USA: Michigan
MT412142,29804,USA: Michigan
MT412143,29812,USA: Michigan
MT412144,29852,USA: Michigan
MT412145,29856,USA: Michigan
MT412146,29805,USA: Michigan
MT412147,29800,USA: Michigan
MT412148,29791,USA: Michigan
MT412149,29804,USA: Michigan
MT412150,29799,USA: Michigan
MT412151,29804,USA: Michigan
MT412152,29790,USA: Michigan
MT412153,29815,USA: Michigan
MT412154,29785,USA: Michigan
MT412155,29816,USA: Michigan
MT412156,29776,USA: Michigan
MT412157,29797,USA: Michigan
MT412158,29815,USA: Michigan
MT412159,29813,USA: Michigan
MT412160,29804,USA: Michigan
MT412161,29805,USA: Michigan
MT412162,29772,USA: Michigan
MT412163,29797,USA: Michigan
MT412164,29766,USA: Michigan
MT412165,29790,USA: Michigan
MT412166,29794,USA: Michigan
MT412167,29800,USA: Michigan
MT412168,29817,USA: Michigan
MT412169,29800,USA: Michigan
MT412170,29841,USA: Michigan
MT412171,29856,USA: Michigan
MT412172,29859,USA: Michigan
MT412173,29844,USA: Michigan
MT412174,29858,USA: Michigan
MT412175,29815,USA: Michigan
MT412176,29842,USA: Michigan
MT412177,29857,USA: Michigan
MT412178,29825,USA: Michigan
MT412179,29782,USA: Michigan
MT412180,29792,USA: Michigan
MT412181,29772,USA: Michigan
MT412182,29725,USA: Michigan
MT412183,29824,USA: Michigan
MT412184,29822,USA: Michigan
MT412185,29815,USA: Michigan
MT412186,29807,USA: Michigan
MT412187,29813,USA: Michigan
MT412188,29850,USA: Michigan
MT412189,29782,USA: Michigan
MT412190,29825,USA: Michigan
MT412191,29824,USA: Michigan
MT412192,29814,USA: Michigan
MT412193,29813,USA: Michigan
MT412194,29782,USA: Michigan
MT412195,29815,USA: Michigan
MT412196,29782,USA: Michigan
MT412197,29782,USA: Michigan
MT412198,29782,USA: Michigan
MT412199,29782,USA: Michigan
MT412200,29812,USA: Michigan
MT412201,29810,USA: Michigan
MT412202,29810,USA: Michigan
MT412203,29782,USA: Michigan
MT412204,29812,USA: Michigan
MT412205,29782,USA: Michigan
MT412206,29782,USA: Michigan
MT412207,29782,USA: Michigan
MT412208,29804,USA: Michigan
MT412209,29794,USA: Michigan
MT412210,29782,USA: Michigan
MT412211,29810,USA: Michigan
MT412212,29804,USA: Michigan
MT412213,29782,USA: Michigan
MT412214,29806,USA: Michigan
MT412215,29798,USA: Illinois
MT412216,29802,USA: Michigan
MT412217,29811,USA: Michigan
MT412218,29811,USA: Michigan
MT412219,29792,USA: Michigan
MT412220,29782,USA: Michigan
MT412221,29782,USA: Michigan
MT412222,29782,USA: Michigan
MT412223,29812,USA: Michigan
MT412224,29782,USA: Michigan
MT412225,29719,USA: WA
MT412226,29902,USA: WA
MT412227,29891,USA: WA
MT412228,29879,USA: WA
MT412229,29865,USA: WA
MT412230,29791,USA: WA
MT412231,29594,USA: WA
MT412232,29573,USA: WA
MT412233,29842,USA
MT412234,29840,USA: WA
MT412235,29879,USA: WA
MT412236,29830,USA: WA
MT412237,29842,USA: WA
MT412238,29842,USA: WA
MT412239,29833,USA
MT412240,29856,USA: WA
MT412241,29706,USA: WA
MT412242,29885,USA
MT412243,29864,USA
MT412244,29882,USA: WA
MT412245,29833,USA
MT412246,29813,USA: WA
MT412247,29875,USA: WA
MT412248,29839,USA: WA
MT412249,29869,USA: WA
MT412250,29853,USA: WA
MT412251,29871,USA: WA
MT412252,29834,USA: WA
MT412253,29840,USA: WA
MT412254,29833,USA
MT412255,29856,USA: WA
MT412256,29834,USA: WA
MT412257,29832,USA: WA
MT412258,29896,USA: WA
MT412259,29833,USA: WA
MT412260,29616,USA
MT412261,29834,USA: WA
MT412262,29826,USA: WA
MT412263,29813,USA: WA
MT412264,29810,USA: CT
MT412265,29810,USA: CT
MT412266,29788,USA
MT412267,29689,USA
MT412268,29835,USA: WA
MT412269,29828,USA: WA
MT412270,29812,USA: WA
MT412271,29899,USA: WA
MT412272,29786,USA: WA
MT412273,29847,USA
MT412274,29834,USA: CT
MT412275,29833,USA: WA
MT412276,29841,USA: CT
MT412277,29861,USA: WA
MT412278,29903,USA: CT
MT412279,29866,USA: CT
MT412280,29879,USA: CT
MT412281,29834,USA
MT412282,29772,USA: CT
MT412283,29886,USA: CT
MT412284,29869,USA: CT
MT412285,29902,USA: WA
MT412286,29890,USA: WA
MT412287,29830,USA: WA
MT412288,29846,USA: WA
MT412289,29897,USA: WA
MT412290,29874,USA: WA
MT412291,29827,USA: WA
MT412292,29881,USA: WA
MT412293,29882,USA: WA
MT412294,29863,USA: WA
MT412295,29887,USA: WA
MT412296,29893,USA: WA
MT412297,29895,USA: ID
MT412298,29896,USA: WA
MT412299,29892,USA: ID
MT412300,29897,USA: WA
MT412301,29878,USA: CT
MT412302,29902,USA: CT
MT412303,29910,USA: CT
MT412304,29872,USA: ID
MT412305,29921,USA: ID
MT412306,29915,USA: ID
MT412307,29913,USA: OR
MT412308,29916,USA: WA
MT412309,29900,USA: ID
MT412310,29875,USA: WA
MT412311,29871,USA: WA
MT412312,29914,USA: WA
MT412313,29831,USA: WA
MT412314,29907,USA: WA
MT412315,29879,USA: WA
MT412316,29902,USA: WA
MT412317,29882,USA: CT
MT412318,29839,USA: CT
MT412319,29878,USA: CT
MT412320,29775,USA: CT
MT412321,29883,USA: WA
MT412322,29811,USA: CT
MT412323,29703,USA: WA
MT412324,29884,USA: WA
MT412325,29890,USA: WA
MT412326,29817,USA: WA
MT412327,29920,USA: ID
MT412328,29834,USA: CT
MT412329,29863,USA: CT
MT412330,29833,USA: CT
MT412331,29878,USA: WA
MT412332,29845,USA: WA
MT412333,29825,USA: WA
MT412334,29834,USA: WA
MT412335,29837,USA: WA
MT412336,29902,USA: WA
MT412337,29840,USA: WA
MT415320,29901,India
MT415321,29903,India
MT415322,29892,India
MT415323,29891,India
MT415366,3822,China
MT415367,3822,China
MT415368,3822,China
MT415369,3822,China
MT415370,3822,China
MT415371,3822,China
MT415372,3822,China
MT415373,3822,China
MT415374,3822,China
MT415375,3822,China
MT415376,3822,China
MT415377,3822,China
MT415833,366,China
MT415834,366,China
MT415835,366,China
MT415836,366,China
MT415837,366,China
MT415838,366,China
MT415839,366,China
MT415840,366,China
MT415841,366,China
MT415842,366,China
MT415843,366,China
MT415844,366,China
MT415845,366,China
MT415846,366,China
MT415894,29866,USA: VA
MT415895,29867,USA: VA
MT415896,29856,USA: VA
MT415897,29868,USA: VA
MT415898,29861,USA: VA
MT415899,29897,USA: VA
MT415900,29899,USA: VA
MT415901,29865,USA: VA
MT415902,29887,USA: VA
MT415903,29903,USA: VA
MT415904,29901,USA: VA
MT415905,29895,USA: VA
MT415906,29903,USA: VA
MT415907,29900,USA: VA
MT415908,29840,USA: VA
MT415909,29865,USA: VA
MT415910,29891,USA: VA
MT415911,29893,USA: VA
MT415912,29893,USA: VA
MT394528,29867,USA: CA
MT394529,29863,USA: CA
MT394530,29870,USA: CA
MT394531,29872,USA: CA
MT394864,29782,Germany: Dusseldorf
MT396241,29900,China
MT396242,29841,India
MT396243,29840,India
MT396244,29838,India
MT396245,29836,India
MT396246,29839,India
MT396247,29839,India
MT396248,29839,India
MT396266,29880,Netherlands: Milheeze
MT380726,1321,Iran
MT380727,1321,Iran
MT380728,29882,USA
MT380729,29882,USA
MT380730,29882,USA
MT380731,29882,USA
MT380732,29882,USA
MT380733,29882,USA
MT380734,29882,USA
MT385414,29903,USA: CA
MT385415,29903,USA: CA
MT385416,29903,USA: CA
MT385417,29903,USA: CA
MT385418,29902,USA: CA
MT385419,29902,USA: CA
MT385420,29902,USA: CA
MT385421,29901,USA: CA
MT385422,29901,USA: CA
MT385423,29900,USA: CA
MT385424,29900,USA: CA
MT385425,29899,USA: CA
MT385426,29899,USA: CA
MT385427,29899,USA: CA
MT385428,29897,USA: CA
MT385429,29895,USA: CA
MT385430,29894,USA: CA
MT385431,29892,USA: CA
MT385432,29892,USA: CA
MT385433,29892,USA: CA
MT385434,29893,USA: CA
MT385435,29892,USA: CA
MT385436,29891,USA: CA
MT385437,29891,USA: CA
MT385438,29891,USA: CA
MT385439,29890,USA: CA
MT385440,29887,USA: CA
MT385441,29886,USA: CA
MT385442,29885,USA: CA
MT385443,29881,USA: CA
MT385444,29876,USA: CA
MT385445,29874,USA: CA
MT385446,29874,USA: CA
MT385447,29872,USA: CA
MT385448,29871,USA: CA
MT385449,29870,USA: CA
MT385450,29869,USA: CA
MT385451,29868,USA: CA
MT385452,29867,USA: CA
MT385453,29881,USA: CA
MT385454,29864,USA: CA
MT385455,29863,USA: CA
MT385456,29862,USA: CA
MT385457,29862,USA: CA
MT385458,29861,USA: CA
MT385459,29858,USA: CA
MT385460,29858,USA: CA
MT385461,29857,USA: CA
MT385462,29855,USA: CA
MT385463,29852,USA: CA
MT385464,29851,USA: CA
MT385465,29851,USA: CA
MT385466,29847,USA: CA
MT385467,29842,USA: CA
MT385468,29838,USA: CA
MT385469,29837,USA: CA
MT385470,29838,USA: CA
MT385471,29840,USA: CA
MT385472,29836,USA: CA
MT385473,29836,USA: CA
MT385474,29836,USA: CA
MT385475,29861,USA: CA
MT385476,29836,USA: CA
MT385477,29836,USA: CA
MT385478,29835,USA: CA
MT385479,29853,USA: CA
MT385480,29836,USA: CA
MT385481,29836,USA: CA
MT385482,29838,USA: CA
MT385483,29812,USA: CA
MT385484,29843,USA: CA
MT385485,29835,USA: CA
MT385486,29892,USA: CA
MT385487,29836,USA: CA
MT385488,29836,USA: CA
MT385489,29831,USA: CA
MT385490,29813,USA: CA
MT385491,29689,USA: CA
MT385492,29831,USA: CA
MT385493,29680,USA: CA
MT385494,29824,USA: CA
MT385495,29831,USA: CA
MT385496,29837,USA: CA
MT385497,29803,USA: CA
MT186683,29888,Hong Kong
MT252677,29895,USA: WA
MT252678,29821,USA: WA
MT252679,29832,USA: WA
MT252680,29813,USA: WA
MT252681,29772,USA: WA
MT252682,29860,USA: WA
MT252683,29736,USA: WA
MT252684,29822,USA: WA
MT252685,29822,USA: WA
MT252686,29820,USA: WA
MT252687,29796,USA: WA
MT252688,29864,USA: WA
MT252689,29809,USA: WA
MT252690,29813,USA: WA
MT252691,29825,USA: WA
MT252692,29499,USA: WA
MT252693,29748,USA: WA
MT252694,29844,USA: WA
MT252695,29819,USA: WA
MT252696,29808,USA: WA
MT252697,29844,USA: WA
MT252698,29836,USA: WA
MT252699,29790,USA: WA
MT252700,29788,USA: WA
MT252701,29705,USA: WA
MT252702,29911,USA: WA
MT252703,29790,USA: WA
MT252704,29785,USA: WA
MT252705,29788,USA: WA
MT252706,29776,USA: WA
MT252707,29885,USA: WA
MT252708,29788,USA: WA
MT252709,29756,USA: WA
MT252710,29854,USA: WA
MT252711,29668,USA: WA
MT252712,29777,USA: WA
MT252713,29848,USA: WA
MT252715,29827,USA: WA
MT252716,29873,USA: WA
MT252717,29841,USA: WA
MT252719,29865,USA: WA
MT252721,29762,USA: WA
MT252723,29817,USA: WA
MT252725,29816,USA: WA
MT252726,29793,USA: WA
MT252728,29862,USA: WA
MT252729,29833,USA: WA
MT252730,29673,USA: WA
MT252733,29841,USA: WA
MT252734,29725,USA: WA
MT252735,29841,USA: WA
MT252736,29833,USA: WA
MT252737,29744,USA: WA
MT252738,29832,USA: WA
MT252739,29841,USA: WA
MT252740,29790,USA: WA
MT252741,29874,USA: WA
MT252742,29862,USA: WA
MT252745,29856,USA: WA
MT252746,29871,USA: WA
MT252747,29878,USA: WA
MT252748,29907,USA: WA
MT252749,29828,USA: WA
MT252756,29790,USA: WA
MT252757,29869,USA: WA
MT252758,29821,USA: WA
MT252761,29812,USA: WA
MT252763,29879,USA: WA
MT252764,29879,USA: WA
MT252765,29752,USA: WA
MT252766,29705,USA: WA
MT252767,29869,USA: WA
MT252768,29785,USA: WA
MT252769,29867,USA: WA
MT252770,29866,USA: WA
MT252771,29543,USA: WA
MT252772,29822,USA: WA
MT252773,29679,USA: WA
MT252774,29869,USA: WA
MT252775,29828,USA: WA
MT252778,29829,USA: WA
MT252779,29895,USA: WA
MT252780,29898,USA: WA
MT252781,29857,USA: WA
MT252782,29858,USA: WA
MT252783,29903,USA: WA
MT252784,29910,USA: WA
MT252785,29839,USA: WA
MT252787,29706,USA: WA
MT252788,29829,USA: WA
MT252792,29852,USA: WA
MT252793,29897,USA: WA
MT252794,29886,USA: WA
MT252795,29871,USA: WA
MT252797,29904,USA: WA
MT252798,29852,USA: WA
MT252799,29877,USA: WA
MT252800,29861,USA: WA
MT252801,29698,USA: WA
MT252802,29830,USA: WA
MT252803,29765,USA: WA
MT252804,29882,USA: WA
MT252805,29887,USA: WA
MT252806,29882,USA: WA
MT252807,29882,USA: WA
MT252808,29881,USA: WA
MT252809,29615,USA: WA
MT252810,29862,USA: WA
MT252811,29629,USA: WA
MT252821,29594,USA: WA
MT252822,29755,USA: WA
MT252823,29777,USA: WA
MT252824,29841,USA: WA
MT339043,29860,USA: VA
MT365033,29897,USA: New York
MT374101,29521,Taiwan
MT374102,29901,Taiwan
MT374103,29886,Taiwan
MT374104,29903,Taiwan
MT374105,29900,Taiwan
MT374106,29899,Taiwan
MT374107,29902,Taiwan
MT374108,29901,Taiwan
MT374109,29898,Taiwan
MT374110,29900,Taiwan
MT374111,29903,Taiwan
MT374112,29901,Taiwan
MT374113,29899,Taiwan
MT374114,29901,Taiwan
MT374115,29898,Taiwan
MT374116,29901,Taiwan
MT375428,29734,USA: WA
MT375429,29733,USA: ID
MT375430,29883,USA: WA
MT375431,29890,USA: ID
MT375432,29896,USA: WA
MT375433,29839,USA: WA
MT375434,29867,USA: WA
MT375435,29706,USA: WA
MT375436,29852,USA: WA
MT375437,29853,USA: WA
MT375438,29868,USA: WA
MT375439,29726,USA: ID
MT375440,29872,USA: WA
MT375441,29875,USA: WA
MT375442,29856,USA: WA
MT375443,29813,USA: WA
MT375444,29732,USA: WA
MT375445,29871,USA: WA
MT375446,29892,USA: WA
MT375447,29898,USA: WA
MT375448,29871,USA: WA
MT375449,29872,USA: WA
MT375450,29839,USA: WA
MT375451,29839,USA: WA
MT375452,29867,USA: WA
MT375453,29887,USA: WA
MT375454,29714,USA: WA
MT375455,29865,USA: WA
MT375456,29813,USA: WA
MT375457,29788,USA
MT375458,29873,USA: WA
MT375459,29891,USA: WA
MT375460,29848,USA: WA
MT375461,29880,USA: WA
MT375462,29643,USA: WA
MT375463,29876,USA: WA
MT375464,29485,USA: WA
MT375465,29848,USA: WA
MT375466,29873,USA: WA
MT375467,29729,USA: WA
MT375468,29875,USA: WA
MT375469,29646,USA: CT
MT375470,29871,USA: CT
MT375471,29653,USA: CT
MT375472,29862,USA
MT375473,29601,USA: WA
MT375474,29890,USA: CT
MT375475,29499,USA: WA
MT375476,29784,USA: WA
MT375477,29765,USA: WA
MT375478,29871,USA: WA
MT375479,29871,USA: WA
MT375480,29872,USA: WA
MT375481,29899,USA: WA
MT375482,29880,USA: WA
MT375483,29871,USA
MT370516,29900,Taiwan
MT370517,29882,Taiwan
MT370518,29903,Taiwan
MT370831,29716,USA: NY
MT370832,29717,USA: NY
MT370833,29724,USA: NY
MT370834,29726,USA: NY
MT370835,29724,USA: NY
MT370836,29724,USA: NY
MT370837,29724,USA: NY
MT370838,29724,USA: NY
MT370839,29724,USA: NY
MT370840,29719,USA: NY
MT370841,29724,USA: NY
MT370842,29716,USA: NY
MT370843,29729,USA: NY
MT370844,29726,USA: NY
MT370845,29724,USA: NY
MT370846,29727,USA: NY
MT370847,29724,USA: NY
MT370848,29709,USA: NY
MT370849,29726,USA: NY
MT370850,29727,USA: NY
MT370851,29731,USA: NY
MT370852,29726,USA: NY
MT370853,29729,USA: NY
MT370854,29726,USA: NY
MT370855,29726,USA: NY
MT370856,29724,USA: NY
MT370857,29726,USA: NY
MT370858,29717,USA: NY
MT370859,29725,USA: NY
MT370860,29724,USA: NY
MT370861,29779,USA: NY
MT370862,29726,USA: NY
MT370863,29720,USA: NY
MT370864,29724,USA: NY
MT370865,29724,USA: NY
MT370866,29772,USA: NY
MT370867,29729,USA: NY
MT370868,29724,USA: NY
MT370869,29726,USA: NY
MT370870,29726,USA: NY
MT370871,29724,USA: NY
MT370872,29730,USA: NY
MT370873,29726,USA: NY
MT370874,29756,USA: NY
MT370875,29724,USA: NY
MT370876,29724,USA: NY
MT370877,29724,USA: NY
MT370878,29726,USA: NY
MT370879,29734,USA: NY
MT370880,29726,USA: NY
MT370881,29726,USA: NY
MT370882,29726,USA: NY
MT370883,29716,USA: NY
MT370884,29717,USA: NY
MT370885,29726,USA: NY
MT370886,29724,USA: NY
MT370887,29724,USA: NY
MT370888,29730,USA: NY
MT370889,29726,USA: NY
MT370890,29724,USA: NY
MT370891,29793,USA: NY
MT370892,29726,USA: NY
MT370893,29764,USA: NY
MT370894,29724,USA: NY
MT370895,29751,USA: NY
MT370896,29716,USA: NY
MT370897,29724,USA: NY
MT370898,29719,USA: NY
MT370899,29726,USA: NY
MT370900,29726,USA: NY
MT370901,29724,USA: NY
MT370902,29724,USA: NY
MT370903,29756,USA: NY
MT370904,29716,USA: NY
MT370905,29729,USA: NY
MT370906,29772,USA: NY
MT370907,29720,USA: NY
MT370908,29719,USA: NY
MT370909,29729,USA: NY
MT370910,29717,USA: NY
MT370911,29729,USA: NY
MT370912,29724,USA: NY
MT370913,29726,USA: NY
MT370914,29718,USA: NY
MT370915,29724,USA: NY
MT370916,29717,USA: NY
MT370917,29706,USA: NY
MT370918,29726,USA: NY
MT370919,29772,USA: NY
MT370920,29724,USA: NY
MT370921,29694,USA: NY
MT370922,29694,USA: NY
MT370923,29709,USA: NY
MT370924,29701,USA: NY
MT370925,29743,USA: NY
MT370926,29702,USA: NY
MT370927,29709,USA: NY
MT370928,29726,USA: NY
MT370929,29695,USA: NY
MT370930,29714,USA: NY
MT370931,29712,USA: NY
